"","Gene","seqnames","start","end","width","strand","ranges"
"10764","AT2G01720","2",317030,320264,3235,"-","317030-320264"
"10765","AT2G01730","2",320478,323947,3470,"+","320478-323947"
"10766","AT2G01735","2",324472,326094,1623,"+","324472-326094"
"10767","AT2G01740","2",326136,327815,1680,"-","326136-327815"
"10768","AT2G01750","2",328089,332113,4025,"+","328089-332113"
"10770","AT2G01755","2",332194,332781,588,"-","332194-332781"
"10771","AT2G01760","2",332967,334696,1730,"+","332967-334696"
"10772","AT2G01770","2",334772,336438,1667,"-","334772-336438"
"10773","AT2G01780","2",338024,339871,1848,"-","338024-339871"
"10774","AT2G01790","2",341322,342480,1159,"-","341322-342480"
"10776","AT2G01800","2",343766,345254,1489,"-","343766-345254"
"10778","AT2G01810","2",347537,350179,2643,"+","347537-350179"
"10779","AT2G01818","2",353457,355522,2066,"-","353457-355522"
"10780","AT2G01820","2",357431,360681,3251,"-","357431-360681"
"10783","AT2G01830","2",363003,367680,4678,"-","363003-367680"
"10785","AT2G01850","2",385199,387344,2146,"+","385199-387344"
"10786","AT2G01860","2",388055,389918,1864,"+","388055-389918"
"10787","AT2G01870","2",389470,390405,936,"-","389470-390405"
"10788","AT2G01880","2",391423,394032,2610,"-","391423-394032"
"10789","AT2G01890","2",396768,399208,2441,"-","396768-399208"
"10791","AT2G01900","2",405918,409014,3097,"+","405918-409014"
"10792","AT2G01905","2",410327,415330,5004,"+","410327-415330"
"10793","AT2G01910","2",416911,420587,3677,"+","416911-420587"
"10795","AT2G01913","2",421624,422626,1003,"-","421624-422626"
"10796","AT2G01918","2",424110,425713,1604,"-","424110-425713"
"10797","AT2G01920","2",426052,426990,939,"+","426052-426990"
"10799","AT2G01930","2",427121,428839,1719,"-","427121-428839"
"10800","AT2G01940","2",432275,435077,2803,"+","432275-435077"
"10803","AT2G01950","2",440636,444276,3641,"-","440636-444276"
"10804","AT2G01960","2",450379,451910,1532,"+","450379-451910"
"10805","AT2G01970","2",451871,454885,3015,"-","451871-454885"
"10806","AT2G01973","2",455659,456088,430,"-","455659-456088"
"10807","AT2G01980","2",457010,463326,6317,"+","457010-463326"
"10808","AT2G01990","2",465001,466724,1724,"-","465001-466724"
"10809","AT2G02000","2",469370,472070,2701,"-","469370-472070"
"10810","AT2G02010","2",474165,476594,2430,"-","474165-476594"
"10811","AT2G02020","2",479101,481185,2085,"+","479101-481185"
"10813","AT2G02023","2",481467,481778,312,"-","481467-481778"
"10814","AT2G02026","2",481907,482086,180,"+","481907-482086"
"10815","AT2G02030","2",482335,483829,1495,"+","482335-483829"
"10816","AT2G02040","2",487423,489832,2410,"+","487423-489832"
"10817","AT2G02050","2",489966,491995,2030,"+","489966-491995"
"10818","AT2G02060","2",495570,497747,2178,"+","495570-497747"
"10819","AT2G02061","2",498025,499559,1535,"+","498025-499559"
"10820","AT2G02070","2",505487,509425,3939,"+","505487-509425"
"10821","AT2G02080","2",518159,521707,3549,"-","518159-521707"
"10823","AT2G02090","2",523284,527012,3729,"+","523284-527012"
"10824","AT2G02100","2",528350,529108,759,"+","528350-529108"
"10825","AT2G02103","2",530241,531636,1396,"-","530241-531636"
"10827","AT2G02120","2",538250,539055,806,"+","538250-539055"
"10828","AT2G02130","2",539999,540634,636,"+","539999-540634"
"10829","AT2G02135","2",541897,542173,277,"+","541897-542173"
"10830","AT2G02140","2",544707,545429,723,"+","544707-545429"
"10831","AT2G02147","2",546664,547026,363,"+","546664-547026"
"10832","AT2G02148","2",547215,549616,2402,"-","547215-549616"
"10833","AT2G02150","2",550340,552625,2286,"-","550340-552625"
"10834","AT2G02160","2",553110,556113,3004,"-","553110-556113"
"10836","AT2G02170","2",556493,558798,2306,"-","556493-558798"
"10837","AT2G02180","2",560864,563233,2370,"+","560864-563233"
"10842","AT2G02220","2",583978,587124,3147,"-","583978-587124"
"10843","AT2G02230","2",590221,591650,1430,"-","590221-591650"
"10844","AT2G02240","2",592359,593602,1244,"-","592359-593602"
"10845","AT2G02250","2",594655,595852,1198,"-","594655-595852"
"10847","AT2G02270","2",598112,599525,1414,"-","598112-599525"
"10848","AT2G02280","2",600491,601439,949,"-","600491-601439"
"10849","AT2G02290","2",604453,605361,909,"+","604453-605361"
"10850","AT2G02300","2",606182,607839,1658,"-","606182-607839"
"10851","AT2G02310","2",608759,610130,1372,"-","608759-610130"
"10852","AT2G02320","2",610428,611843,1416,"-","610428-611843"
"10853","AT2G02330","2",613725,614592,868,"-","613725-614592"
"10854","AT2G02340","2",616088,617274,1187,"-","616088-617274"
"10855","AT2G02350","2",617800,619091,1292,"-","617800-619091"
"10856","AT2G02360","2",619406,620768,1363,"-","619406-620768"
"10857","AT2G02370","2",621155,623344,2190,"+","621155-623344"
"10859","AT2G02380","2",626842,628676,1835,"+","626842-628676"
"10861","AT2G02390","2",628899,631114,2216,"+","628899-631114"
"10863","AT2G02400","2",631236,632575,1340,"-","631236-632575"
"10865","AT2G02410","2",632640,634899,2260,"+","632640-634899"
"10867","AT2G02430","2",635456,636638,1183,"+","635456-636638"
"10868","AT2G02440","2",638012,639305,1294,"+","638012-639305"
"10869","AT2G02450","2",648044,650814,2771,"+","648044-650814"
"10872","AT2G02470","2",652580,654915,2336,"+","652580-654915"
"10873","AT2G02480","2",660743,665635,4893,"+","660743-665635"
"10874","AT2G02490","2",667041,668284,1244,"+","667041-668284"
"10875","AT2G02498","2",669760,670204,445,"+","669760-670204"
"10876","AT2G02500","2",670878,673155,2278,"-","670878-673155"
"10877","AT2G02510","2",673305,674740,1436,"+","673305-674740"
"10878","AT2G02515","2",675256,675656,401,"+","675256-675656"
"10879","AT2G02520","2",676771,678145,1375,"-","676771-678145"
"10880","AT2G02540","2",683647,685309,1663,"+","683647-685309"
"10881","AT2G02550","2",687384,688085,702,"+","687384-688085"
"10883","AT2G02560","2",689788,697596,7809,"+","689788-697596"
"10885","AT2G02570","2",697951,700917,2967,"-","697951-700917"
"10889","AT2G02580","2",701946,703770,1825,"+","701946-703770"
"10890","AT2G02590","2",704918,706669,1752,"+","704918-706669"
"10891","AT2G02600","2",706796,706868,73,"+","706796-706868"
"10892","AT2G02610","2",710712,712819,2108,"+","710712-712819"
"10893","AT2G02620","2",717256,719380,2125,"+","717256-719380"
"10894","AT2G02630","2",723565,725620,2056,"+","723565-725620"
"10895","AT2G02640","2",732388,734271,1884,"+","732388-734271"
"10896","AT2G02650","2",735411,736546,1136,"+","735411-736546"
"10897","AT2G02660","2",738504,739769,1266,"+","738504-739769"
"10898","AT2G02670","2",742358,743302,945,"+","742358-743302"
"10899","AT2G02680","2",745775,748573,2799,"+","745775-748573"
"10900","AT2G02690","2",749919,751900,1982,"+","749919-751900"
"10901","AT2G02700","2",756443,757942,1500,"+","756443-757942"
"10902","AT2G02710","2",758693,760871,2179,"-","758693-760871"
"10905","AT2G02720","2",763011,765027,2017,"+","763011-765027"
"10907","AT2G02730","2",764604,767436,2833,"-","764604-767436"
"10908","AT2G02740","2",769344,771235,1892,"+","769344-771235"
"10910","AT2G02741","2",771377,771522,146,"-","771377-771522"
"10911","AT2G02750","2",771151,773540,2390,"-","771151-773540"
"10912","AT2G02760","2",773684,775371,1688,"+","773684-775371"
"10913","AT2G02770","2",775482,779786,4305,"-","775482-779786"
"10914","AT2G02780","2",781847,784646,2800,"-","781847-784646"
"10915","AT2G02790","2",787915,790946,3032,"+","787915-790946"
"10916","AT2G02795","2",795896,796492,597,"+","795896-796492"
"10918","AT2G02800","2",796680,799443,2764,"-","796680-799443"
"10919","AT2G02810","2",801530,803436,1907,"+","801530-803436"
"10921","AT2G02820","2",804890,807139,2250,"-","804890-807139"
"10923","AT2G02835","2",820437,821291,855,"-","820437-821291"
"10924","AT2G02840","2",821553,822858,1306,"+","821553-822858"
"10925","AT2G02850","2",826404,827812,1409,"-","826404-827812"
"10926","AT2G02860","2",828352,832455,4104,"-","828352-832455"
"10928","AT2G02870","2",837812,840129,2318,"+","837812-840129"
"10931","AT2G02880","2",841246,843429,2184,"+","841246-843429"
"10932","AT2G02890","2",843913,846616,2704,"-","843913-846616"
"10933","AT2G02900","2",846855,846927,73,"-","846855-846927"
"10934","AT2G02910","2",847176,849598,2423,"-","847176-849598"
"10935","AT2G02930","2",851164,852222,1059,"-","851164-852222"
"10936","AT2G02950","2",854947,856538,1592,"-","854947-856538"
"10937","AT2G02955","2",859453,862076,2624,"+","859453-862076"
"10941","AT2G02960","2",862087,864406,2320,"-","862087-864406"
"10943","AT2G02970","2",865070,868289,3220,"-","865070-868289"
"10944","AT2G02980","2",868359,870385,2027,"+","868359-870385"
"10945","AT2G02990","2",873506,874811,1306,"+","873506-874811"
"10946","AT2G03000","2",875233,877207,1975,"+","875233-877207"
"10947","AT2G03010","2",879247,881471,2225,"+","879247-881471"
"10948","AT2G03020","2",882645,884148,1504,"-","882645-884148"
"10950","AT2G03030","2",889764,890520,757,"+","889764-890520"
"10951","AT2G03040","2",892823,893572,750,"-","892823-893572"
"10952","AT2G03050","2",899690,900946,1257,"-","899690-900946"
"10954","AT2G03060","2",901143,904149,3007,"+","901143-904149"
"10955","AT2G03070","2",905619,909070,3452,"+","905619-909070"
"10957","AT2G03090","2",916854,918643,1790,"-","916854-918643"
"10959","AT2G03110","2",935336,936639,1304,"+","935336-936639"
"10960","AT2G03120","2",937420,940339,2920,"+","937420-940339"
"10961","AT2G03130","2",940744,941076,333,"+","940744-941076"
"10962","AT2G03140","2",941912,950034,8123,"+","941912-950034"
"10964","AT2G03150","2",951933,959188,7256,"+","951933-959188"
"10965","AT2G03160","2",959645,960247,603,"+","959645-960247"
"10966","AT2G03170","2",961322,961771,450,"+","961322-961771"
"10967","AT2G03180","2",962764,963126,363,"+","962764-963126"
"10968","AT2G03190","2",964214,964901,688,"+","964214-964901"
"10969","AT2G03200","2",966451,967918,1468,"-","966451-967918"
"10970","AT2G03210","2",968335,970018,1684,"-","968335-970018"
"10971","AT2G03220","2",970259,972407,2149,"-","970259-972407"
"10972","AT2G03230","2",972917,973375,459,"+","972917-973375"
"10973","AT2G03240","2",973413,977337,3925,"-","973413-977337"
"10974","AT2G03250","2",982173,986662,4490,"-","982173-986662"
"10975","AT2G03260","2",987934,992332,4399,"-","987934-992332"
"10976","AT2G03270","2",993756,996128,2373,"+","993756-996128"
"10977","AT2G03280","2",996088,998291,2204,"-","996088-998291"
"10979","AT2G03290","2",999422,1000606,1185,"+","999422-1000606"
"10980","AT2G03291","2",1000729,1001741,1013,"-","1000729-1001741"
"10981","AT2G03300","2",1003468,1004222,755,"-","1003468-1004222"
"10982","AT2G03310","2",1006256,1007183,928,"-","1006256-1007183"
"10983","AT2G03320","2",1007382,1007945,564,"+","1007382-1007945"
"10984","AT2G03330","2",1008460,1014122,5663,"+","1008460-1014122"
"10985","AT2G03340","2",1014350,1017148,2799,"-","1014350-1017148"
"10986","AT2G03350","2",1019579,1021186,1608,"-","1019579-1021186"
"10987","AT2G03360","2",1022287,1024299,2013,"-","1022287-1024299"
"10989","AT2G03370","2",1024710,1027045,2336,"-","1024710-1027045"
"10990","AT2G03380","2",1028292,1030361,2070,"+","1028292-1030361"
"10991","AT2G03390","2",1030402,1032625,2224,"-","1030402-1032625"
"10993","AT2G03410","2",1033598,1036009,2412,"+","1033598-1036009"
"10994","AT2G03420","2",1034998,1035969,972,"-","1034998-1035969"
"10995","AT2G03430","2",1036008,1037632,1625,"-","1036008-1037632"
"10996","AT2G03440","2",1039205,1040118,914,"-","1039205-1040118"
"10997","AT2G03445","2",1040938,1041042,105,"+","1040938-1041042"
"10998","AT2G03450","2",1041388,1043667,2280,"+","1041388-1043667"
"10999","AT2G03460","2",1043621,1044992,1372,"-","1043621-1044992"
"11001","AT2G03470","2",1045456,1047684,2229,"-","1045456-1047684"
"11003","AT2G03480","2",1050938,1054478,3541,"+","1050938-1054478"
"11004","AT2G03490","2",1054718,1054790,73,"-","1054718-1054790"
"11005","AT2G03500","2",1059710,1062410,2701,"+","1059710-1062410"
"11006","AT2G03505","2",1064236,1065372,1137,"+","1064236-1065372"
"11007","AT2G03510","2",1066606,1069149,2544,"+","1066606-1069149"
"11008","AT2G03520","2",1069491,1071382,1892,"+","1069491-1071382"
"11009","AT2G03530","2",1071594,1073566,1973,"+","1071594-1073566"
"11012","AT2G03550","2",1077036,1078083,1048,"+","1077036-1078083"
"11013","AT2G03560","2",1079639,1081376,1738,"+","1079639-1081376"
"11014","AT2G03565","2",1081592,1082003,412,"+","1081592-1082003"
"11015","AT2G03570","2",1085560,1085988,429,"-","1085560-1085988"
"11016","AT2G03580","2",1093264,1094481,1218,"+","1093264-1094481"
"11017","AT2G03590","2",1094757,1096968,2212,"+","1094757-1096968"
"11022","AT2G03600","2",1097102,1098761,1660,"+","1097102-1098761"
"12734","AT2G16600","2",7200807,7201574,768,"+","7200807-7201574"
"12737","AT2G16620","2",7205391,7205918,528,"-","7205391-7205918"
"12738","AT2G16630","2",7209239,7211037,1799,"+","7209239-7211037"
"12739","AT2G16640","2",7211112,7215553,4442,"-","7211112-7215553"
"12740","AT2G16650","2",7215819,7218395,2577,"-","7215819-7218395"
"12741","AT2G16660","2",7218706,7221625,2920,"-","7218706-7221625"
"12742","AT2G16668","2",7223896,7224048,153,"-","7223896-7224048"
"12744","AT2G16676","2",7230346,7232223,1878,"-","7230346-7232223"
"12747","AT2G16700","2",7244608,7245741,1134,"+","7244608-7245741"
"12749","AT2G16710","2",7248138,7250291,2154,"+","7248138-7250291"
"12752","AT2G16720","2",7255529,7256580,1052,"-","7255529-7256580"
"12753","AT2G16730","2",7261830,7266167,4338,"-","7261830-7266167"
"12754","AT2G16740","2",7267722,7268942,1221,"+","7267722-7268942"
"12755","AT2G16750","2",7271012,7274693,3682,"+","7271012-7274693"
"12756","AT2G16760","2",7275700,7277233,1534,"+","7275700-7277233"
"12757","AT2G16770","2",7279431,7281157,1727,"+","7279431-7281157"
"12758","AT2G16780","2",7281462,7283646,2185,"-","7281462-7283646"
"12759","AT2G16790","2",7283957,7285237,1281,"-","7283957-7285237"
"12761","AT2G16800","2",7285736,7287365,1630,"+","7285736-7287365"
"12762","AT2G16810","2",7287412,7288945,1534,"-","7287412-7288945"
"12764","AT2G16830","2",7291906,7292982,1077,"+","7291906-7292982"
"12766","AT2G16835","2",7295851,7296318,468,"+","7295851-7296318"
"12768","AT2G16850","2",7301581,7303437,1857,"+","7301581-7303437"
"12769","AT2G16860","2",7303919,7306671,2753,"-","7303919-7306671"
"12770","AT2G16870","2",7308077,7311686,3610,"-","7308077-7311686"
"12771","AT2G16880","2",7312146,7314533,2388,"-","7312146-7314533"
"12772","AT2G16881","2",7314579,7314713,135,"-","7314579-7314713"
"12773","AT2G16890","2",7316889,7318291,1403,"+","7316889-7318291"
"12775","AT2G16895","2",7319678,7321867,2190,"+","7319678-7321867"
"12776","AT2G16900","2",7323615,7326221,2607,"-","7323615-7326221"
"12779","AT2G16905","2",7327323,7328985,1663,"-","7327323-7328985"
"12780","AT2G16910","2",7331721,7334254,2534,"+","7331721-7334254"
"12781","AT2G16920","2",7334226,7339167,4942,"-","7334226-7339167"
"12783","AT2G16930","2",7341121,7342302,1182,"+","7341121-7342302"
"12785","AT2G16940","2",7342607,7347408,4802,"-","7342607-7347408"
"12788","AT2G16950","2",7353847,7361202,7356,"+","7353847-7361202"
"12790","AT2G16955","2",7363121,7363312,192,"-","7363121-7363312"
"12791","AT2G16960","2",7364683,7368963,4281,"+","7364683-7368963"
"12793","AT2G16970","2",7369549,7375528,5980,"+","7369549-7375528"
"12795","AT2G16980","2",7376349,7381103,4755,"+","7376349-7381103"
"12796","AT2G16990","2",7383035,7387854,4820,"+","7383035-7387854"
"12798","AT2G17000","2",7388893,7392105,3213,"-","7388893-7392105"
"12799","AT2G17010","2",7392850,7395970,3121,"-","7392850-7395970"
"12800","AT2G17020","2",7396337,7398838,2502,"-","7396337-7398838"
"12801","AT2G17030","2",7399103,7400932,1830,"+","7399103-7400932"
"12802","AT2G17033","2",7401138,7403646,2509,"+","7401138-7403646"
"12804","AT2G17036","2",7403856,7405219,1364,"+","7403856-7405219"
"12805","AT2G17040","2",7407123,7408270,1148,"+","7407123-7408270"
"12806","AT2G17043","2",7409063,7409582,520,"+","7409063-7409582"
"12807","AT2G17050","2",7410835,7415610,4776,"-","7410835-7415610"
"12808","AT2G17055","2",7418052,7418462,411,"-","7418052-7418462"
"12809","AT2G17060","2",7422411,7426877,4467,"+","7422411-7426877"
"12810","AT2G17064","2",7428623,7429916,1294,"+","7428623-7429916"
"12811","AT2G17070","2",7430863,7431654,792,"-","7430863-7431654"
"12812","AT2G17080","2",7433326,7434117,792,"-","7433326-7434117"
"12813","AT2G17090","2",7435088,7437298,2211,"-","7435088-7437298"
"12814","AT2G17110","2",7442980,7446065,3086,"-","7442980-7446065"
"12816","AT2G17120","2",7459047,7460819,1773,"+","7459047-7460819"
"12817","AT2G17130","2",7460814,7462554,1741,"-","7460814-7462554"
"12819","AT2G17140","2",7462811,7466626,3816,"+","7462811-7466626"
"12820","AT2G17150","2",7466841,7471258,4418,"-","7466841-7471258"
"12822","AT2G17160","2",7472754,7474012,1259,"+","7472754-7474012"
"12823","AT2G17170","2",7474736,7476438,1703,"+","7474736-7476438"
"12824","AT2G17180","2",7476835,7477647,813,"-","7476835-7477647"
"12825","AT2G17190","2",7477845,7481606,3762,"-","7477845-7481606"
"12826","AT2G17200","2",7481881,7485240,3360,"-","7481881-7485240"
"12827","AT2G17210","2",7485398,7487602,2205,"-","7485398-7487602"
"12828","AT2G17220","2",7487654,7490167,2514,"-","7487654-7490167"
"12830","AT2G17230","2",7494536,7496016,1481,"-","7494536-7496016"
"12831","AT2G17240","2",7498130,7499206,1077,"+","7498130-7499206"
"12832","AT2G17250","2",7499477,7503125,3649,"+","7499477-7503125"
"12833","AT2G17260","2",7504756,7508394,3639,"+","7504756-7508394"
"12834","AT2G17265","2",7508588,7509755,1168,"+","7508588-7509755"
"12835","AT2G17270","2",7510100,7512387,2288,"+","7510100-7512387"
"12837","AT2G17280","2",7513211,7515048,1838,"+","7513211-7515048"
