"","Gene","seqnames","start","end","width","strand","ranges"
"11484","AT2G06450","2",2555554,2557522,1969,"-","2555554-2557522"
"11485","AT2G06460","2",2563267,2564309,1043,"+","2563267-2564309"
"11486","AT2G06470","2",2564453,2569288,4836,"-","2564453-2569288"
"11487","AT2G06480","2",2570237,2570643,407,"+","2570237-2570643"
"11488","AT2G06490","2",2572217,2574502,2286,"-","2572217-2574502"
"11489","AT2G06500","2",2580718,2583223,2506,"-","2580718-2583223"
"11490","AT2G06510","2",2585018,2587686,2669,"+","2585018-2587686"
"11492","AT2G06520","2",2587729,2588358,630,"-","2587729-2588358"
"11493","AT2G06530","2",2588545,2590453,1909,"-","2588545-2590453"
"11494","AT2G06540","2",2592442,2597780,5339,"-","2592442-2597780"
"11495","AT2G06541","2",2598222,2600326,2105,"-","2598222-2600326"
"11497","AT2G06550","2",2602742,2603484,743,"-","2602742-2603484"
"11498","AT2G06555","2",2604148,2604927,780,"-","2604148-2604927"
"11500","AT2G06560","2",2611034,2616254,5221,"+","2611034-2616254"
"11501","AT2G06562","2",2617554,2619173,1620,"+","2617554-2619173"
"11502","AT2G06570","2",2622603,2624902,2300,"-","2622603-2624902"
"11503","AT2G06580","2",2625043,2628033,2991,"+","2625043-2628033"
"11504","AT2G06590","2",2633129,2635227,2099,"+","2633129-2635227"
"11505","AT2G06600","2",2639598,2642549,2952,"+","2639598-2642549"
"11506","AT2G06610","2",2642998,2643729,732,"+","2642998-2643729"
"11507","AT2G06620","2",2644421,2644906,486,"-","2644421-2644906"
"11508","AT2G06630","2",2645688,2646383,696,"-","2645688-2646383"
"11509","AT2G06640","2",2647083,2647769,687,"-","2647083-2647769"
"11510","AT2G06645","2",2647991,2649647,1657,"-","2647991-2649647"
"11511","AT2G06650","2",2649058,2652090,3033,"+","2649058-2652090"
"11512","AT2G06660","2",2656414,2657265,852,"-","2656414-2657265"
"11513","AT2G06667","2",2660527,2660715,189,"-","2660527-2660715"
"11514","AT2G06670","2",2661493,2663643,2151,"+","2661493-2663643"
"11515","AT2G06680","2",2667277,2669811,2535,"+","2667277-2669811"
"11516","AT2G06690","2",2670235,2671237,1003,"+","2670235-2671237"
"11517","AT2G06700","2",2671718,2672371,654,"-","2671718-2672371"
"11518","AT2G06710","2",2673155,2675230,2076,"-","2673155-2675230"
"11519","AT2G06715","2",2675490,2677993,2504,"-","2675490-2677993"
"11520","AT2G06720","2",2678827,2681289,2463,"-","2678827-2681289"
"11521","AT2G06740","2",2681659,2685131,3473,"-","2681659-2685131"
"11522","AT2G06750","2",2685970,2687731,1762,"-","2685970-2687731"
"11523","AT2G06760","2",2691303,2694916,3614,"-","2691303-2694916"
"11524","AT2G06770","2",2703902,2704988,1087,"-","2703902-2704988"
"11525","AT2G06775","2",2705826,2706212,387,"-","2705826-2706212"
"11526","AT2G06780","2",2709951,2712872,2922,"-","2709951-2712872"
"11527","AT2G06790","2",2713393,2716565,3173,"+","2713393-2716565"
"11528","AT2G06800","2",2717359,2719979,2621,"+","2717359-2719979"
"11529","AT2G06810","2",2720745,2723009,2265,"-","2720745-2723009"
"11530","AT2G06820","2",2726656,2727484,829,"-","2726656-2727484"
"11531","AT2G06822","2",2728708,2729075,368,"-","2728708-2729075"
"11532","AT2G06830","2",2739871,2743438,3568,"-","2739871-2743438"
"11533","AT2G06840","2",2747349,2752133,4785,"+","2747349-2752133"
"11534","AT2G06845","2",2754666,2756008,1343,"+","2754666-2756008"
"11535","AT2G06850","2",2763526,2765720,2195,"+","2763526-2765720"
"11536","AT2G06860","2",2766356,2772445,6090,"+","2766356-2772445"
"11537","AT2G06870","2",2775703,2779187,3485,"-","2775703-2779187"
"11538","AT2G06875","2",2780108,2781442,1335,"+","2780108-2781442"
"11539","AT2G06880","2",2782435,2785689,3255,"+","2782435-2785689"
"11540","AT2G06885","2",2790227,2792797,2571,"+","2790227-2792797"
"11541","AT2G06890","2",2795097,2799273,4177,"+","2795097-2799273"
"11542","AT2G06900","2",2800668,2802977,2310,"+","2800668-2802977"
"11543","AT2G06902","2",2803448,2804634,1187,"+","2803448-2804634"
"11544","AT2G06904","2",2806625,2807368,744,"+","2806625-2807368"
"11545","AT2G06906","2",2807415,2807967,553,"-","2807415-2807967"
"11546","AT2G06908","2",2815398,2816349,952,"+","2815398-2816349"
"11547","AT2G06910","2",2818439,2821477,3039,"+","2818439-2821477"
"11548","AT2G06912","2",2826242,2826931,690,"+","2826242-2826931"
"11549","AT2G06914","2",2827624,2828100,477,"+","2827624-2828100"
"11550","AT2G06917","2",2829211,2829798,588,"+","2829211-2829798"
"11551","AT2G06920","2",2832083,2836514,4432,"+","2832083-2836514"
"11552","AT2G06922","2",2837027,2838337,1311,"+","2837027-2838337"
"11553","AT2G06925","2",2842353,2843301,949,"-","2842353-2843301"
"11554","AT2G06930","2",2845313,2849281,3969,"-","2845313-2849281"
"11555","AT2G06940","2",2854631,2855710,1080,"+","2854631-2855710"
"11556","AT2G06950","2",2859226,2863434,4209,"-","2859226-2863434"
"11557","AT2G06960","2",2867672,2870352,2681,"-","2867672-2870352"
"11558","AT2G06965","2",2875034,2876983,1950,"-","2875034-2876983"
"11559","AT2G06967","2",2877624,2880656,3033,"-","2877624-2880656"
"11560","AT2G06973","2",2882424,2882717,294,"-","2882424-2882717"
"11561","AT2G06980","2",2883425,2886166,2742,"+","2883425-2886166"
"11562","AT2G06983","2",2888951,2889382,432,"+","2888951-2889382"
"11563","AT2G06985","2",2893061,2893306,246,"+","2893061-2893306"
"11564","AT2G06990","2",2894940,2901078,6139,"+","2894940-2901078"
"11565","AT2G07000","2",2901870,2902290,421,"-","2901870-2902290"
"11566","AT2G07010","2",2902602,2906953,4352,"+","2902602-2906953"
"11567","AT2G07020","2",2908473,2911198,2726,"-","2908473-2911198"
"11568","AT2G07030","2",2913629,2914781,1153,"+","2913629-2914781"
"11569","AT2G07040","2",2916538,2918942,2405,"+","2916538-2918942"
"11570","AT2G07042","2",2919953,2922249,2297,"-","2919953-2922249"
"11571","AT2G07050","2",2924447,2930672,6226,"+","2924447-2930672"
"11572","AT2G07070","2",2932228,2934314,2087,"-","2932228-2934314"
"11573","AT2G07080","2",2936239,2938827,2589,"+","2936239-2938827"
"11574","AT2G07090","2",2941433,2941984,552,"+","2941433-2941984"
"11575","AT2G07100","2",2942233,2945080,2848,"-","2942233-2945080"
"11576","AT2G07110","2",2952610,2953208,599,"-","2952610-2953208"
"11577","AT2G07120","2",2953605,2954722,1118,"-","2953605-2954722"
"11578","AT2G07130","2",2955677,2956900,1224,"+","2955677-2956900"
"11580","AT2G07140","2",2957561,2959851,2291,"+","2957561-2959851"
"11581","AT2G07150","2",2962953,2964182,1230,"+","2962953-2964182"
"11582","AT2G07155","2",2968105,2968617,513,"+","2968105-2968617"
"11583","AT2G07160","2",2969531,2974603,5073,"+","2969531-2974603"
"11584","AT2G07170","2",2975040,2978820,3781,"+","2975040-2978820"
"11585","AT2G07180","2",2980899,2983495,2597,"-","2980899-2983495"
"11587","AT2G07185","2",2986184,2987302,1119,"+","2986184-2987302"
"11588","AT2G07190","2",2987367,2988945,1579,"+","2987367-2988945"
"11589","AT2G07200","2",2989205,2989878,674,"+","2989205-2989878"
"11590","AT2G07210","2",2990398,2992102,1705,"-","2990398-2992102"
"11591","AT2G07212","2",2994238,2995474,1237,"+","2994238-2995474"
"11592","AT2G07213","2",2996582,2998054,1473,"+","2996582-2998054"
"11593","AT2G07215","2",2996776,2997889,1114,"-","2996776-2997889"
"11594","AT2G07220","2",3000896,3001685,790,"+","3000896-3001685"
"11595","AT2G07230","2",3002170,3004642,2473,"+","3002170-3004642"
"11596","AT2G07240","2",3007102,3012333,5232,"-","3007102-3012333"
"11597","AT2G07250","2",3015826,3018650,2825,"+","3015826-3018650"
"11598","AT2G07260","2",3019656,3021698,2043,"-","3019656-3021698"
"11599","AT2G07270","2",3024741,3025636,896,"-","3024741-3025636"
"11600","AT2G07280","2",3026398,3029353,2956,"+","3026398-3029353"
"11601","AT2G07290","2",3029561,3030035,475,"+","3029561-3030035"
"11602","AT2G07300","2",3030798,3031774,977,"+","3030798-3031774"
"11603","AT2G07310","2",3034797,3036387,1591,"-","3034797-3036387"
"11604","AT2G07320","2",3037413,3042860,5448,"-","3037413-3042860"
"11605","AT2G07330","2",3043127,3044779,1653,"-","3043127-3044779"
"11606","AT2G07340","2",3045559,3046743,1185,"+","3045559-3046743"
"11609","AT2G07360","2",3047306,3057183,9878,"-","3047306-3057183"
"11610","AT2G07362","2",3058918,3059043,126,"+","3058918-3059043"
"11611","AT2G07363","2",3059157,3059306,150,"-","3059157-3059306"
"11612","AT2G07365","2",3060291,3060852,562,"-","3060291-3060852"
"11613","AT2G07380","2",3062345,3064837,2493,"+","3062345-3064837"
"11614","AT2G07390","2",3067148,3067740,593,"+","3067148-3067740"
"11615","AT2G07395","2",3068217,3073286,5070,"-","3068217-3073286"
"11616","AT2G07400","2",3073733,3078367,4635,"-","3073733-3078367"
"11617","AT2G07410","2",3079610,3083902,4293,"-","3079610-3083902"
"11618","AT2G07420","2",3084468,3088832,4365,"-","3084468-3088832"
"11619","AT2G07430","2",3089468,3090731,1264,"-","3089468-3090731"
"11620","AT2G07440","2",3093821,3094750,930,"-","3093821-3094750"
"11621","AT2G07450","2",3098331,3101095,2765,"+","3098331-3101095"
"11622","AT2G07455","2",3101927,3103849,1923,"+","3101927-3103849"
"11623","AT2G07460","2",3107212,3109250,2039,"+","3107212-3109250"
"11624","AT2G07470","2",3111539,3112023,485,"-","3111539-3112023"
"11625","AT2G07480","2",3113355,3114636,1282,"-","3113355-3114636"
"11626","AT2G07483","2",3115897,3116557,661,"+","3115897-3116557"
"11627","AT2G07486","2",3117080,3117673,594,"-","3117080-3117673"
"11628","AT2G07490","2",3120079,3121379,1301,"+","3120079-3121379"
"11629","AT2G07500","2",3122308,3125129,2822,"+","3122308-3125129"
"11630","AT2G07505","2",3125671,3126173,503,"+","3125671-3126173"
"11631","AT2G07510","2",3126522,3130605,4084,"-","3126522-3130605"
"11632","AT2G07520","2",3135112,3135780,669,"+","3135112-3135780"
"11633","AT2G07521","2",3136617,3136766,150,"+","3136617-3136766"
"11634","AT2G07530","2",3144615,3145727,1113,"+","3144615-3145727"
"11635","AT2G07540","2",3151868,3155956,4089,"-","3151868-3155956"
"11636","AT2G07550","2",3161439,3165509,4071,"-","3161439-3165509"
"11637","AT2G07560","2",3169972,3174012,4041,"-","3169972-3174012"
"11638","AT2G07570","2",3175494,3179517,4024,"+","3175494-3179517"
"11639","AT2G07580","2",3181874,3183672,1799,"+","3181874-3183672"
"11640","AT2G07590","2",3183811,3185597,1787,"-","3183811-3185597"
"11641","AT2G07599","2",3348796,3351212,2417,"-","3348796-3351212"
"11643","AT2G07600","2",3188396,3190016,1621,"-","3188396-3190016"
"11644","AT2G07620","2",3200466,3206975,6510,"-","3200466-3206975"
"11645","AT2G07630","2",3208710,3210809,2100,"-","3208710-3210809"
"11646","AT2G07635","2",3214012,3217563,3552,"+","3214012-3217563"
"11647","AT2G07640","2",3220739,3221422,684,"+","3220739-3221422"
"11648","AT2G07650","2",3222935,3225703,2769,"-","3222935-3225703"
"11649","AT2G07660","2",3227034,3231700,4667,"-","3227034-3231700"
"11650","AT2G07663","2",3403717,3404046,330,"-","3403717-3404046"
"11651","AT2G07664","2",3260447,3260769,323,"+","3260447-3260769"
"11652","AT2G07666","2",3506000,3506320,321,"+","3506000-3506320"
"11654","AT2G07667","2",3364539,3366284,1746,"+","3364539-3366284"
"11655","AT2G07669","2",3283224,3283553,330,"+","3283224-3283553"
"11656","AT2G07670","2",3506865,3507323,459,"+","3506865-3507323"
"11657","AT2G07671","2",3251665,3252113,449,"-","3251665-3252113"
"11658","AT2G07672","2",3257585,3258064,480,"+","3257585-3258064"
"11659","AT2G07673","2",3266578,3266898,321,"+","3266578-3266898"
"11660","AT2G07674","2",3269151,3269906,756,"+","3269151-3269906"
"11661","AT2G07675","2",3270410,3270787,378,"+","3270410-3270787"
"11662","AT2G07676","2",3272619,3272975,357,"+","3272619-3272975"
"11663","AT2G07677","2",3278376,3280384,2009,"+","3278376-3280384"
"11664","AT2G07678","2",3281097,3281834,738,"+","3281097-3281834"
"11665","AT2G07680","2",3514745,3522491,7747,"+","3514745-3522491"
"11666","AT2G07681","2",3287552,3292366,4815,"+","3287552-3292366"
"11667","AT2G07682","2",3292516,3297403,4888,"-","3292516-3297403"
"11668","AT2G07683","2",3301883,3303367,1485,"+","3301883-3303367"
"11669","AT2G07684","2",3262235,3262345,111,"-","3262235-3262345"
"11670","AT2G07685","2",3307942,3309231,1290,"+","3307942-3309231"
"11671","AT2G07686","2",3309362,3311374,2013,"-","3309362-3311374"
"11672","AT2G07687","2",3311654,3312651,998,"-","3311654-3312651"
"11673","AT2G07688","2",3331570,3332664,1095,"-","3331570-3332664"
"11674","AT2G07689","2",3336109,3336753,645,"+","3336109-3336753"
"11675","AT2G07690","2",3523163,3527450,4288,"-","3523163-3527450"
"11677","AT2G07691","2",3339907,3340317,411,"-","3339907-3340317"
"11678","AT2G07692","2",3340706,3341544,839,"-","3340706-3341544"
"11679","AT2G07693","2",3341392,3342812,1421,"+","3341392-3342812"
"11680","AT2G07694","2",3344338,3345303,966,"-","3344338-3345303"
"11681","AT2G07695","2",3346951,3347826,876,"+","3346951-3347826"
"11682","AT2G07696","2",3351050,3351881,832,"-","3351050-3351881"
"11683","AT2G07697","2",3354014,3357474,3461,"-","3354014-3357474"
"11684","AT2G07698","2",3361474,3364127,2654,"+","3361474-3364127"
"11685","AT2G07699","2",3368151,3369308,1158,"+","3368151-3369308"
"11686","AT2G07700","2",3536601,3537580,980,"+","3536601-3537580"
"11687","AT2G07701","2",3371832,3372152,321,"+","3371832-3372152"
"11688","AT2G07702","2",3372697,3373155,459,"+","3372697-3373155"
"11689","AT2G07703","2",3375516,3375878,363,"+","3375516-3375878"
"11690","AT2G07704","2",3379162,3379885,724,"-","3379162-3379885"
"11691","AT2G07705","2",3380744,3380944,201,"+","3380744-3380944"
"11692","AT2G07706","2",3381901,3386102,4202,"-","3381901-3386102"
"11693","AT2G07707","2",3386292,3386768,477,"+","3386292-3386768"
"11694","AT2G07708","2",3386851,3388033,1183,"+","3386851-3388033"
"11696","AT2G07709","2",3388454,3394516,6063,"+","3388454-3394516"
"11697","AT2G07710","2",3554680,3555132,453,"+","3554680-3555132"
"11698","AT2G07711","2",3397158,3399434,2277,"-","3397158-3399434"
"11699","AT2G07712","2",3400730,3402757,2028,"-","3400730-3402757"
"11700","AT2G07713","2",3407218,3407586,369,"+","3407218-3407586"
"11701","AT2G07714","2",3407671,3408506,836,"-","3407671-3408506"
"11702","AT2G07715","2",3410597,3413161,2565,"+","3410597-3413161"
"11703","AT2G07716","2",3413955,3414838,884,"+","3413955-3414838"
"11704","AT2G07717","2",3418229,3424177,5949,"+","3418229-3424177"
"11705","AT2G07718","2",3426263,3427204,942,"+","3426263-3427204"
"11706","AT2G07719","2",3432795,3433495,701,"-","3432795-3433495"
"11707","AT2G07720","2",3557475,3558188,714,"+","3557475-3558188"
"11708","AT2G07721","2",3434482,3434994,513,"-","3434482-3434994"
"11709","AT2G07722","2",3438742,3439161,420,"+","3438742-3439161"
"11710","AT2G07723","2",3441921,3444238,2318,"-","3441921-3444238"
"11711","AT2G07724","2",3446394,3446717,324,"-","3446394-3446717"
"11712","AT2G07725","2",3448314,3449059,746,"+","3448314-3449059"
"11713","AT2G07726","2",3448961,3449179,219,"+","3448961-3449179"
"11714","AT2G07727","2",3450578,3452044,1467,"+","3450578-3452044"
"11715","AT2G07728","2",3453686,3456127,2442,"+","3453686-3456127"
"11716","AT2G07729","2",3459265,3460129,865,"-","3459265-3460129"
"11717","AT2G07730","2",3566140,3569597,3458,"-","3566140-3569597"
"11718","AT2G07731","2",3467199,3468078,880,"-","3467199-3468078"
"11719","AT2G07732","2",3468168,3468774,607,"-","3468168-3468774"
"11720","AT2G07733","2",3470315,3471873,1559,"-","3470315-3471873"
"11721","AT2G07734","2",3472305,3473692,1388,"-","3472305-3473692"
"11722","AT2G07735","2",3479612,3480000,389,"-","3479612-3480000"
"11723","AT2G07736","2",3480151,3480633,483,"-","3480151-3480633"
"11724","AT2G07737","2",3481085,3482066,982,"-","3481085-3482066"
"11725","AT2G07738","2",3492339,3492786,448,"-","3492339-3492786"
"11726","AT2G07739","2",3495511,3496110,600,"-","3495511-3496110"
"11727","AT2G07740","2",3570261,3571573,1313,"-","3570261-3571573"
"11728","AT2G07741","2",3502319,3503476,1158,"+","3502319-3503476"
"11729","AT2G07742","2",3239657,3239728,72,"-","3239657-3239728"
"11730","AT2G07743","2",3255832,3255905,74,"-","3255832-3255905"
"11731","AT2G07744","2",3234485,3237358,2874,"-","3234485-3237358"
"11732","AT2G07745","2",3268807,3268886,80,"+","3268807-3268886"
"11733","AT2G07746","2",3276440,3276511,72,"+","3276440-3276511"
"11734","AT2G07747","2",3244557,3245159,603,"-","3244557-3245159"
"11735","AT2G07748","2",3280863,3280936,74,"+","3280863-3280936"
"11736","AT2G07749","2",3247234,3249357,2124,"+","3247234-3249357"
"11737","AT2G07750","2",3576465,3580525,4061,"+","3576465-3580525"
"11738","AT2G07751","2",3270008,3270364,357,"+","3270008-3270364"
"11739","AT2G07752","2",3303244,3303315,72,"-","3303244-3303315"
"11740","AT2G07753","2",3303354,3303428,75,"-","3303354-3303428"
"11741","AT2G07754","2",3303785,3303822,38,"-","3303785-3303822"
"11742","AT2G07755","2",3328670,3328742,73,"-","3328670-3328742"
"11743","AT2G07756","2",3444363,3444434,72,"-","3444363-3444434"
"11744","AT2G07757","2",3452977,3453063,87,"+","3452977-3453063"
"11745","AT2G07758","2",3462078,3462151,74,"+","3462078-3462151"
"11746","AT2G07759","2",3494382,3494419,38,"+","3494382-3494419"
"11747","AT2G07760","2",3584420,3586278,1859,"-","3584420-3586278"
"11748","AT2G07761","2",3494776,3494850,75,"+","3494776-3494850"
"11749","AT2G07762","2",3495012,3495086,75,"+","3495012-3495086"
"11750","AT2G07763","2",3495442,3495512,71,"+","3495442-3495512"
"11751","AT2G07764","2",3496440,3496511,72,"+","3496440-3496511"
"11752","AT2G07765","2",3497358,3497440,83,"+","3497358-3497440"
"11753","AT2G07766","2",3503522,3503608,87,"+","3503522-3503608"
"11754","AT2G07767","2",3272149,3272518,370,"+","3272149-3272518"
"11755","AT2G07768","2",3273584,3274154,571,"+","3273584-3274154"
"11756","AT2G07769","2",3275010,3275362,353,"+","3275010-3275362"
"11757","AT2G07770","2",3586863,3588942,2080,"+","3586863-3588942"
"11759","AT2G07772","2",3300978,3301804,827,"-","3300978-3301804"
"11760","AT2G07773","2",3240838,3241659,822,"-","3240838-3241659"
"11761","AT2G07774","2",3303766,3304573,808,"-","3303766-3304573"
"11762","AT2G07775","2",3483318,3484062,745,"+","3483318-3484062"
"11764","AT2G07777","2",3250757,3251545,789,"-","3250757-3251545"
"11765","AT2G07778","2",3290966,3291037,72,"+","3290966-3291037"
"11766","AT2G07779","2",3254777,3255370,594,"-","3254777-3255370"
"11767","AT2G07780","2",3590814,3593227,2414,"-","3590814-3593227"
"11768","AT2G07783","2",3297896,3300043,2148,"+","3297896-3300043"
"11769","AT2G07784","2",3317798,3318634,837,"-","3317798-3318634"
"11770","AT2G07785","2",3348003,3348904,902,"+","3348003-3348904"
"11771","AT2G07786","2",3399657,3399912,256,"-","3399657-3399912"
"11772","AT2G07787","2",3476928,3478704,1777,"+","3476928-3478704"
"11773","AT2G07788","2",3543196,3545673,2478,"+","3543196-3545673"
"11774","AT2G07789","2",3548050,3550854,2805,"-","3548050-3550854"
"11775","AT2G07790","2",3552887,3554494,1608,"-","3552887-3554494"
"11776","AT2G07791","2",3559149,3561620,2472,"-","3559149-3561620"
"11777","AT2G07792","2",3332678,3332759,82,"+","3332678-3332759"
"11778","AT2G07793","2",3369354,3369440,87,"+","3369354-3369440"
"11779","AT2G07794","2",3383404,3383477,74,"-","3383404-3383477"
"11780","AT2G07795","2",3493226,3494382,1157,"+","3493226-3494382"
"11781","AT2G07798","2",3357619,3361102,3484,"+","3357619-3361102"
